"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","nCount_SCT","nFeature_SCT","SCT_snn_res.0.9","seurat_clusters","RNA_snn_res.1","celltype","Size_Factor","Pseudotime","State"
"42x15_1","41_2",28945.3597618598,6473,0.365488859847426,19974,5896,"21","Spall 1","5","Spall 1",0.898180433352519,28.0098927060147,"1"
"42x16_1","41_2",27112.3009240745,6336,0.269191197403046,19944,5802,"21","Spall 1","5","Spall 1",0.840502589089605,28.075788185481,"1"
"42x4_1","41_2",9330.20053311727,3866,0.259342848188091,18151,4013,"20","Dpall 2","15","Dpall 2",0.289019235997943,35.8128920072163,"1"
"42x20_1","41_2",35112.3056363036,6578,0.323132024871366,19757,5923,"21","Spall 1","21","Spall 1",1.09310697638852,35.2227290642071,"1"
"42x5_1","41_2",16421.8160643805,4714,0.293401841089106,18555,4595,"20","Dpall 2","15","Dpall 2",0.508642354622212,27.2466242850829,"13"
"42x19_1","41_2",40196.4610678536,7057,0.286021195220552,19856,6110,"21","Spall 1","5","Spall 1",1.249287616397,31.486659646235,"1"
"48x3_2","41_6",28734.1908903833,6215,0.166704054973612,17238,5492,"20","Dpall 1","13","Dpall 1",0.894557848923117,24.8649785610055,"13"
"48x13_2","41_6",36310.436527314,6979,0.296790535246534,17455,5733,"21","Spall 1","5","Spall 1",1.12863980453082,25.323083005652,"2"
"48x12_2","41_6",28692.7420362461,6580,0.246822354004573,17387,5925,"21","Spall 1","5","Spall 1",0.890935264493715,25.413623895131,"2"
"48x2_2","41_6",32856.5629220855,6470,0.236029378915197,17307,5596,"20","Dpall 1","13","Dpall 1",1.02330134947065,25.8746633326948,"13"
"48x24_2","41_6",45312.4870036658,7197,0.301734969402968,16649,4945,"21","Spall 1","5","Spall 1",1.41006736359411,33.3600255518038,"1"
"48x17_2","41_6",35568.7000014288,6804,0.246369464151175,17301,5612,"21","Spall 1","5","Spall 1",1.10658929061273,31.0711761724612,"1"
"48x14_2","41_6",28195.2692656598,6413,0.23046296236369,17307,5691,"21","Spall 1","5","Spall 1",0.875405402548539,27.7644250221876,"1"
"48x6_2","41_6",24674.1747081938,5845,0.275843091028423,17188,5113,"20","Dpall 1","13","Dpall 1",0.767861896096552,26.0356025870281,"13"
"48x7_2","41_6",26644.9176958371,5783,0.302695388608606,17011,4987,"20","Dpall 2","15","Dpall 2",0.831650882788197,27.2247016761072,"13"
"48x10_2","41_6",34199.4690314374,6992,0.259117830512139,17569,6035,"12","Spall 2","17","Spall 2",1.06248826277653,28.7994475043921,"1"
"48x11_2","41_6",12578.9140831233,5127,0.347500428397573,15708,4811,"12","Spall 2","17","Spall 2",0.387868539819365,28.8686226131785,"1"
"48x18_2","41_6",38241.1189109295,6957,0.319341577844938,17235,5442,"21","Spall 1","5","Spall 1",1.19066475010902,29.5898832803847,"1"
"48x23_2","41_6",44314.7548662029,7190,0.235594174845843,16737,5043,"21","Spall 1","5","Spall 1",1.3796691551213,31.1039957262018,"1"
"48x15_2","41_6",35739.0062508521,6855,0.353557392200009,17385,5643,"21","Spall 1","5","Spall 1",1.11153490587721,28.1887806353988,"1"
"48x16_2","41_6",34772.3112296639,6827,0.24201865323874,17401,5715,"21","Spall 1","5","Spall 1",1.08182971355612,29.8828292031187,"1"
"48x4_2","41_6",32079.1244091133,6494,0.231398034974367,17413,5663,"20","Dpall 1","13","Dpall 1",0.999549795907438,24.2024351282028,"13"
"48x25_2","41_6",39782.1097601692,6772,0.23020480790728,16978,5001,"21","Spall 1","5","Spall 1",1.2401209027539,36.1593069229105,"1"
"48x5_2","41_6",16159.1074953973,5104,0.180847174921541,16168,4692,"20","Dpall 1","13","Dpall 1",0.501208181358395,24.7661918226703,"13"
"48x19_2","41_6",33587.4792070105,6790,0.314172529497382,17529,5850,"7","Spall 1","5","Spall 1",1.04396583108532,29.2454442566835,"1"
"48x1_2","41_6",62218.4045689556,7908,0.29793734802746,16479,4894,"20","Dpall 2","15","Dpall 2",1.94126424388112,26.0444146694607,"13"
"48x8_2","41_6",21118.8635089335,5448,0.196320235087577,16927,4781,"20","Dpall 2","15","Dpall 2",0.657640827240225,26.9875542839407,"13"
"67x22_2","41_6",3211.57844464838,2973,0.309457253858543,14075,4458,"0","Spall 1","5","Spall 1",0.0963922465562623,35.4904865717681,"1"
"49x3_2","41_6",24359.8741667347,5937,0.199571496141654,17314,5237,"20","Dpall 1","13","Dpall 1",0.758033667035914,24.8813285236728,"13"
"49x13_2","41_6",31554.7089283681,6683,0.285713594240155,17573,5916,"21","Spall 1","5","Spall 1",0.981436873760428,25.427098475444,"2"
"49x12_2","41_6",31643.0703466598,6637,0.207895914568576,17542,5913,"21","Spall 1","5","Spall 1",0.983074911937201,25.5160298820007,"2"
"49x2_2","41_6",27213.5847989625,6243,0.197967298729441,17061,5544,"20","Dpall 1","13","Dpall 1",0.847401249872553,25.7143369707414,"13"
"49x24_2","41_6",43271.9563361197,7053,0.349785591258347,16721,4898,"21","Spall 1","5","Spall 1",1.34797941654757,35.6285307328638,"1"
"49x17_2","41_6",16186.6277564145,5540,0.302800074943135,16143,5048,"21","Spall 1","5","Spall 1",0.500956175485046,27.9604606564351,"1"
"49x14_2","41_6",21884.3954137496,5901,0.349053799359749,17132,5155,"21","Spall 1","5","Spall 1",0.678840821335769,25.3616850760118,"2"
"49x6_2","41_6",15626.6501427946,4923,0.251994130700035,16111,4472,"20","Dpall 2","15","Dpall 2",0.485583817210714,27.0748977339774,"13"
"49x7_2","41_6",14282.6070510153,4747,0.324431111903036,15884,4367,"20","Dpall 2","15","Dpall 2",0.443845344437169,27.5164151862116,"13"
"49x11_2","41_6",20234.9173550478,6147,0.550310209279809,16944,5515,"21","Spall 1","5","Spall 1",0.62642359967903,24.9479282444198,"2"
"49x23_2","41_6",58611.2883530309,7641,0.318017062205771,16458,4640,"21","Spall 1","5","Spall 1",1.82801910454459,35.0548483197799,"1"
"49x15_2","41_6",24590.3850447237,6181,0.350281251062144,17251,5505,"21","Spall 1","5","Spall 1",0.763231288173752,25.5033441492956,"2"
"49x16_2","41_6",23097.5488655012,6208,0.332683487036803,17326,5502,"21","Spall 1","5","Spall 1",0.716799206009068,25.4935213120421,"2"
"49x4_2","41_6",28272.2069926561,6264,0.240089448469222,17183,5540,"20","Dpall 1","13","Dpall 1",0.879595000192978,24.5070615986832,"13"
"49x5_2","41_6",13869.9690771162,4782,0.0781919223933241,15786,4474,"20","Dpall 1","13","Dpall 1",0.430489033149634,25.2735743576714,"13"
"49x1_2","41_6",67048.5534853321,8043,0.344798094610591,16510,4986,"20","Dpall 2","15","Dpall 2",2.09265677229595,25.7007923073809,"13"
"49x8_2","41_6",16595.1773593654,5364,0.36528999625284,16245,4926,"12","Dpall 2","15","Dpall 2",0.514974002190123,34.8513784895641,"1"
"56x3_2","41_6",28215.0935512496,5855,0.261809740864795,17046,5032,"20","Dpall 2","15","Dpall 2",0.880729026623052,27.8066021024501,"13"
"56x2_2","41_6",15968.7463344823,4835,0.354797374906904,16177,4484,"20","Dpall 2","15","Dpall 2",0.497239088853138,27.6956538651118,"13"
"56x24_2","41_6",51362.4875459757,7634,0.363884619879236,16415,4837,"21","Spall 1","5","Spall 1",1.59929227374557,31.4651028084874,"1"
"56x17_2","41_6",48068.1194466924,7096,0.25363365482879,16371,4446,"21","Spall 3","18","Spall 3",1.49836392146901,35.2544410815533,"1"
"56x22_2","41_6",81190.4347427056,8473,0.355316827308533,16738,5202,"21","Spall 1","5","Spall 1",2.53514758516387,34.9192111830694,"1"
"56x23_2","41_6",61865.2702539603,7923,0.398045932186981,16556,5010,"21","Spall 1","5","Spall 1",1.92853794727696,33.0192939276266,"1"
"56x25_2","41_6",44787.2900154354,7257,0.270946125370541,16727,5162,"21","Spall 1","5","Spall 1",1.39510451486397,33.389679443184,"1"
"56x1_2","41_6",21320.7175060169,5825,0.472319210048947,17128,5409,"20","Dpall 2","15","Dpall 2",0.663531464529774,35.3526614093258,"1"
"44x3_2","41_6",33968.1573296936,6398,0.256099116380952,17248,5389,"20","Dpall 2","15","Dpall 2",1.05823566366375,26.4468962270334,"13"
"44x9_2","41_6",32004.8286188869,6442,0.25973162130156,17360,5635,"20","Spall 2","17","Spall 2",0.996242218819723,25.4319138715885,"2"
"44x2_2","41_6",26007.2561422187,5710,0.224206818139302,17076,4997,"20","Dpall 2","15","Dpall 2",0.810576891629327,27.3430696214764,"13"
"44x6_2","41_6",39517.9446524945,6890,0.230432959018057,17161,5351,"20","Spall 2","17","Spall 2",1.23227721994589,25.098880644216,"2"
"44x7_2","41_6",83620.7611366232,8602,0.289347212871711,16602,5228,"20","Spall 2","17","Spall 2",2.61100135304213,33.205813143801,"1"
"44x10_2","41_6",42989.7156437703,6840,0.24101335378781,16662,4799,"21","Spall 1","21","Spall 1",1.34054524328376,35.6947807676959,"1"
"44x4_2","41_6",41743.1895805933,7037,0.224989790004171,17014,5178,"20","Dpall 1","13","Dpall 1",1.30145283218038,25.2276419017634,"2"
"44x5_2","41_6",21448.28332194,5598,0.187633096515794,17175,5097,"20","Dpall 1","13","Dpall 1",0.667658060705876,24.8698224009292,"13"
"44x8_2","41_6",55719.2723164942,7617,0.295096899705971,16512,4846,"20","Spall 2","17","Spall 2",1.73758049674622,25.0662270608868,"2"
"55x3_2","41_6",31422.6442295508,6044,0.263815840131222,17320,5234,"20","Dpall 2","15","Dpall 2",0.980617854672041,27.4333445179931,"13"
"55x2_2","41_6",27378.2722353571,5891,0.257091452399428,16995,5162,"20","Dpall 2","15","Dpall 2",0.852882377617909,26.8754674099587,"13"
"55x24_2","41_6",63230.8115791105,7962,0.319582101662577,16624,5081,"21","Spall 1","5","Spall 1",1.97204046116395,33.3877167659749,"1"
"55x17_2","41_6",54698.5074898321,7322,0.295140602258509,16432,4520,"21","Spall 1","21","Spall 1",1.70522924275495,35.6257682293514,"1"
"55x18_2","41_6",49000.81488176,7441,0.235766832114635,16396,4640,"7","Spall 3","18","Spall 3",1.52658857928418,32.6924501722392,"1"
"55x23_2","41_6",79894.9584269167,8515,0.331517793921353,16729,5212,"21","Spall 1","5","Spall 1",2.49299960284613,34.9337146219303,"1"
"55x25_2","41_6",59414.7497889191,7924,0.34057861484894,16521,5062,"21","Spall 1","5","Spall 1",1.85129814709527,35.0544464299955,"1"
"55x1_2","41_6",39533.5374299051,6997,0.424369313312416,17008,5469,"20","Dpall 2","15","Dpall 2",1.23193071187003,35.6151459603709,"1"
"51x3_2","41_6",28339.5518887958,6354,0.268820065517707,17167,5640,"20","Dpall 1","13","Dpall 1",0.881044033964739,24.2104254069425,"13"
"51x13_2","41_6",41786.608882143,7037,0.256005737328164,16995,5187,"12","Spall 3","18","Spall 3",1.30091731969952,33.5850016179242,"1"
"51x12_2","41_6",40823.084830117,6982,0.239429455235895,17003,5207,"12","Spall 3","18","Spall 3",1.27036160755587,31.2372340639184,"1"
"51x2_2","41_6",27232.522595952,6128,0.324960128868639,17074,5439,"20","Dpall 1","13","Dpall 1",0.847558753543397,25.8757406401652,"13"
"51x24_2","41_6",51266.5669068978,7207,0.234326406945966,16312,4504,"21","Spall 1","5","Spall 1",1.59951277888475,36.1148721122311,"1"
"51x14_2","41_6",19985.3532224994,5603,0.338594505092005,16749,4909,"12","Spall 3","18","Spall 3",0.620627464591987,34.8389518415652,"1"
"51x6_2","41_6",9711.4908061631,4310,0.278929301034141,16059,4279,"20","Dpall 2","15","Dpall 2",0.300989514982054,35.4196512588376,"1"
"51x22_2","41_6",48666.5842644196,7195,0.216012520593508,16337,4459,"21","Spall 1","5","Spall 1",1.51761087004609,35.6539302138941,"1"
"51x18_2","41_6",27610.7583830498,6278,0.321509085631386,17221,5544,"21","Spall 3","18","Spall 3",0.85874151417329,34.1828485325041,"1"
"51x23_2","41_6",63846.7743145103,7858,0.262476787484485,16490,4791,"21","Spall 1","5","Spall 1",1.99150791488022,35.2970557096581,"1"
"51x4_2","41_6",34935.252673166,6642,0.215781670280974,17409,5568,"20","Dpall 1","13","Dpall 1",1.08838186626321,24.2055547136725,"13"
"51x5_2","41_6",8322.16971554367,4037,0.332569046659244,15503,4095,"20","Dpall 2","15","Dpall 2",0.257392498892555,26.9418698236596,"13"
"51x1_2","41_6",57108.7053580337,7619,0.251951832119608,16486,4816,"20","Dpall 2","15","Dpall 2",1.7819965319241,26.2325233405892,"13"
"61x14_2","41_6",39678.1797076216,6620,0.274200046478269,16996,4909,"21","Spall 3","18","Spall 3",1.2381048557671,35.3872451257782,"1"
"53x3_2","41_6",41451.5757485959,6910,0.217378662835655,17087,5142,"20","Dpall 1","13","Dpall 1",1.29102608917054,25.7295365183173,"13"
"53x9_2","41_6",31002.7136442937,6417,0.257946342464821,17378,5717,"12","Spall 3","18","Spall 3",0.965276997131878,31.6264408313919,"1"
"53x2_2","41_6",32576.2904168377,6405,0.26977872694498,17395,5507,"20","Dpall 1","13","Dpall 1",1.01454414537175,25.8411342990121,"13"
"53x24_2","41_6",71721.6291670473,7931,0.285725254886503,16512,4724,"21","Spall 1","5","Spall 1",2.23976520086384,36.1232738810802,"1"
"53x17_2","41_6",57805.3091510395,7506,0.266408151262382,16343,4502,"21","Spall 1","21","Spall 1",1.80385804143719,35.7741872851798,"1"
"53x22_2","41_6",106726.540969981,8894,0.19606683170645,16556,4883,"21","Spall 1","5","Spall 1",3.3391723240861,35.1887869036605,"1"
"53x10_2","41_6",44864.9877790547,7114,0.283861652233776,16661,4876,"12","Spall 3","18","Spall 3",1.3976875750658,35.1155607363857,"1"
"53x18_2","41_6",64011.7094319069,7838,0.22044334717109,16603,4863,"7","Spall 3","18","Spall 3",1.99651653161304,33.9331587599962,"1"
"53x23_2","41_6",108862.443455815,8945,0.210095019117515,16395,4823,"21","Spall 1","5","Spall 1",3.40491435629621,35.4056624546693,"1"
"53x4_2","41_6",32540.9807161936,6321,0.290306946028592,17270,5409,"20","Dpall 2","15","Dpall 2",1.01504815711844,27.0908574245725,"13"
"53x25_2","41_6",57707.2077735596,7526,0.315656189337798,16485,4676,"21","Spall 1","5","Spall 1",1.8004244614128,35.6884337661537,"1"
"53x1_2","41_6",51014.9742367357,7322,0.303562546750026,16250,4564,"20","Dpall 2","15","Dpall 2",1.59154309314006,35.7024071960569,"1"
"54x3_2","41_6",32008.8913184183,6312,0.299582844448942,17324,5475,"20","Dpall 1","13","Dpall 1",0.99706123790811,26.4269925976449,"13"
"54x2_2","41_6",33510.9563130087,6426,0.218588564780446,17402,5423,"20","Dpall 1","13","Dpall 1",1.04368232447781,25.7620865003003,"13"
"54x24_2","41_6",67967.9476232006,7852,0.2603218208186,16640,4831,"21","Spall 1","5","Spall 1",2.12088143011112,35.3941996938241,"1"
"54x17_2","41_6",49706.8748354421,7165,0.229455301858144,16272,4421,"21","Spall 1","21","Spall 1",1.54999362477153,35.438378692985,"1"
"54x18_2","41_6",52426.0860832129,7483,0.239250832635001,16534,4719,"7","Spall 3","18","Spall 3",1.63312406224277,32.2548110617827,"1"
"54x23_2","41_6",92242.495818711,8641,0.260783073335924,16616,4964,"21","Spall 1","5","Spall 1",2.88212817203224,35.0556795620928,"1"
"54x4_2","41_6",27859.43029299,6165,0.252499444269993,17053,5448,"20","Dpall 2","15","Dpall 2",0.867782224879711,35.8228530715673,"1"
"54x25_2","41_6",54943.2915823708,7558,0.238847246601167,16428,4754,"21","Spall 1","5","Spall 1",1.71338793290465,35.5626376620366,"1"
"54x1_2","41_6",41715.1659258488,7002,0.339779763889742,16820,5112,"20","Dpall 2","15","Dpall 2",1.30031880575031,35.3806530949752,"1"
"54x8_2","41_6",48593.2860173598,7424,0.324225205345145,16408,4720,"12","Spall 3","18","Spall 3",1.51376778047751,31.594315792616,"1"
"54x26_2","41_6",34251.3250728528,6816,0.274567157326542,17342,5834,"21","Spall 1","5","Spall 1",1.06652035675012,35.9897651757717,"1"
"50x3_2","41_6",31779.3287304923,6507,0.215450111856773,17385,5731,"20","Dpall 1","13","Dpall 1",0.989910571251812,25.2663648017127,"13"
"50x12_2","41_6",6462.38815250785,4081,0.262198492862348,14836,4321,"12","Spall 3","18","Spall 3",0.197446601769494,33.844739015765,"1"
"50x2_2","41_6",32850.4338895275,6508,0.245978016677932,17367,5640,"20","Dpall 1","13","Dpall 1",1.02267133478727,25.6596318651159,"13"
"50x24_2","41_6",62193.4913451709,7689,0.309608150309624,16391,4705,"21","Spall 1","5","Spall 1",1.94094923653943,36.0865826298859,"1"
"50x6_2","41_6",19094.3724512557,5265,0.259588396585033,16654,4697,"20","Dpall 2","15","Dpall 2",0.594450354497786,27.4681799144298,"13"
"50x7_2","41_6",9483.13158315946,4421,0.293372862174274,15987,4408,"0","Dpall 2","15","Dpall 2",0.293177332908214,34.9610831873476,"1"
"50x23_2","41_6",80055.5273272207,8155,0.213957228455331,16491,4729,"21","Spall 1","5","Spall 1",2.50106379079332,35.7580785443276,"1"
"50x15_2","41_6",16616.7180510742,5441,0.202275763872825,16179,4933,"7","Spall 3","18","Spall 3",0.514186483835905,30.6059153587997,"1"
"50x16_2","41_6",21362.0224691015,5863,0.169152828617988,16987,5126,"7","Spall 1","5","Spall 1",0.663216457188087,30.924320430828,"1"
"50x4_2","41_6",41680.1346760541,6971,0.243002347753066,17027,5161,"20","Dpall 1","13","Dpall 1",1.30031880575031,24.1507442505089,"13"
"50x5_2","41_6",18236.3702706404,5356,0.295056391387328,16592,4881,"20","Dpall 1","13","Dpall 1",0.566981714302669,26.258936377166,"13"
"50x1_2","41_6",78354.3552487944,8378,0.298184517577763,16597,5110,"20","Dpall 2","15","Dpall 2",2.44700853095981,25.8335329238013,"13"
"45x3_2","41_6",38644.0098357273,6711,0.198950244194146,17277,5287,"20","Dpall 1","13","Dpall 1",1.20458807461159,24.4828160997214,"13"
"45x9_2","41_6",30590.909327392,6380,0.248495558564026,17333,5668,"20","Spall 2","17","Spall 2",0.953086213008586,25.3470067663593,"2"
"45x2_2","41_6",32203.6789647668,6417,0.302427037955172,17359,5576,"20","Dpall 1","13","Dpall 1",1.00263686785597,25.8013572024833,"13"
"45x6_2","41_6",37694.1467012663,6773,0.259850474825357,17266,5427,"20","Spall 2","17","Spall 2",1.17441037127796,25.1316814772204,"2"
"45x22_2","41_6",41148.6291681872,7161,0.297278511499757,16916,5407,"21","Spall 1","5","Spall 1",1.28100885570489,35.6568250992192,"1"
"45x7_2","41_6",56327.7379423533,7680,0.224630523634889,16555,4945,"20","Spall 2","17","Spall 2",1.75701644972831,25.0149461474712,"2"
"45x21_2","41_6",38492.0454476595,7015,0.333862345159193,17147,5549,"21","Spall 1","5","Spall 1",1.19778391603115,35.3820313353673,"1"
"45x10_2","41_6",41453.1854002047,6637,0.26013251013946,16804,4758,"21","Spall 1","21","Spall 1",1.29408166038491,35.6812379697017,"1"
"45x4_2","41_6",41648.1308250142,6989,0.258830158153047,16990,5206,"20","Dpall 1","13","Dpall 1",1.29846026243436,24.1322798284826,"13"
"45x20_2","41_6",38548.8791651019,6952,0.205988400672563,17193,5463,"21","Spall 1","5","Spall 1",1.20109149311886,35.254907457303,"1"
"45x5_2","41_6",20969.1570605164,5565,0.214910953392501,17042,5037,"20","Dpall 1","13","Dpall 1",0.652915717114918,24.829265695457,"13"
"45x1_2","41_6",46261.5731481634,6974,0.330910689359395,16408,4715,"20","Dpall 2","15","Dpall 2",1.44226111391453,35.7941757230323,"1"
"45x8_2","41_6",60029.1468086193,7757,0.222748848984866,16577,4830,"20","Spall 2","17","Spall 2",1.87256114265915,25.2397239552545,"2"
"60x15_2","41_6",50903.3810670689,7163,0.190962217478476,16310,4445,"21","Spall 3","18","Spall 3",1.58873952779905,35.4966119169452,"1"
"57x3_2","41_6",12555.8173809885,4715,0.605669643589932,15739,4471,"5","Dpall 2","15","Dpall 2",0.389727083135319,35.874712865799,"1"
"57x2_2","41_6",4617.36165801991,3313,0.545686806476139,14448,4173,"5","Dpall 2","15","Dpall 2",0.141942308164222,34.6757452092001,"1"
"57x24_2","41_6",38514.1567475541,7022,0.308039254401601,17277,5593,"21","Spall 1","5","Spall 1",1.1990439453979,30.6819167663257,"1"
"57x17_2","41_6",31639.1695585425,6478,0.280445574472306,17437,5691,"21","Spall 3","18","Spall 3",0.982917408266357,34.6098498314586,"1"
"57x22_2","41_6",54561.9866086552,7474,0.282591997988212,16463,4661,"21","Spall 3","18","Spall 3",1.70107114584468,35.3103105116453,"1"
"57x23_2","41_6",46296.5055614843,7424,0.389025253295705,16673,5072,"21","Spall 1","5","Spall 1",1.4416941006995,32.1013040190788,"1"
"57x25_2","41_6",19741.7823335717,5788,0.418545221078294,16817,5240,"21","Spall 1","5","Spall 1",0.613728803809039,35.1107634494,"1"
"52x3_2","41_6",25855.7895113959,5950,0.219470401448739,17165,5244,"20","Dpall 1","13","Dpall 1",0.804969760947297,24.5652690740549,"13"
"52x2_2","41_6",22658.7821367658,5781,0.217767992369391,17315,5189,"20","Dpall 1","13","Dpall 1",0.705710947581681,24.5368891583733,"13"
"52x24_2","41_6",35964.8027765574,6604,0.264562889589971,17216,5348,"21","Spall 1","5","Spall 1",1.12035511144445,36.1639470233138,"1"
